pet_id,customer_id,pet_type,pet_breed,pet_age,pet_age_group,primary_clinic
P005402,CU01388,Perro,Chihuahua,2,Joven,C011
P005403,CU07549,Exótico,Tortuga,4,Adulto,C010
P005404,CU17871,Perro,Maltés,8,Adulto,C037
P005405,CU08063,Perro,Caniche,2,Joven,C018
P005406,CU12277,Gato,Oriental de Pelo Corto,0,Joven,C021
P005407,CU15509,Perro,Maltés,4,Adulto,C012
P005408,CU16442,Perro,Doberman,4,Adulto,C023
P005409,CU02949,Perro,Boston Terrier,7,Adulto,C031
P005410,CU10741,Gato,Birmano,6,Adulto,C016
P005411,CU04015,Perro,Dachshund,1,Joven,C025
P005412,CU07005,Perro,Pastor Australiano,4,Adulto,C037
P005413,CU02662,Perro,Pastor Alemán,4,Adulto,C025
P005414,CU07166,Perro,Dachshund,2,Joven,C050
P005415,CU14729,Perro,Maltés,2,Joven,C007
P005416,CU05714,Gato,Abisinio,0,Joven,C032
P005417,CU15328,Perro,Golden Retriever,2,Joven,C005
P005418,CU15194,Perro,Pastor Australiano,8,Adulto,C035
P005419,CU07151,Perro,Shih Tzu,8,Adulto,C048
P005420,CU15545,Perro,Caniche,4,Adulto,C015
P005421,CU05248,Perro,Shih Tzu,8,Adulto,C011
P005422,CU00011,Exótico,Tortuga,2,Joven,C026
P005423,CU09169,Perro,Shih Tzu,1,Joven,C009
P005424,CU12328,Perro,Beagle,5,Adulto,C030
P005425,CU07286,Perro,Bulldog Francés,4,Adulto,C025
P005426,CU01741,Perro,Doberman,7,Adulto,C006
P005427,CU05248,Gato,British Shorthair,4,Adulto,C049
P005428,CU00853,Gato,Scottish Fold,3,Adulto,C010
P005429,CU12138,Perro,Shih Tzu,0,Joven,C048
P005430,CU08499,Exótico,Cacatúa Ninfa,5,Adulto,C041
P005431,CU12879,Gato,Scottish Fold,6,Adulto,C016
P005432,CU09583,Perro,Border Collie,6,Adulto,C032
P005433,CU05471,Gato,Abisinio,8,Adulto,C045
P005434,CU04346,Gato,Persa,9,Senior,C046
P005435,CU17382,Gato,Gato Doméstico de Pelo Corto,12,Senior,C018
P005436,CU15800,Gato,Bengalí,2,Joven,C049
P005437,CU12471,Perro,Boyero de Berna,0,Joven,C017
P005438,CU04198,Perro,Pastor Alemán,6,Adulto,C047
P005439,CU12116,Perro,Boston Terrier,0,Joven,C015
P005440,CU06258,Perro,Bulldog Francés,3,Adulto,C043
P005441,CU10484,Perro,Basset Hound,3,Adulto,C018
P005442,CU06598,Perro,Akita,5,Adulto,C050
P005443,CU05558,Perro,Chihuahua,0,Joven,C017
P005444,CU10741,Perro,Caniche,4,Adulto,C007
P005445,CU02860,Gato,Bosque de Noruega,2,Joven,C005
P005446,CU16020,Perro,Doberman,0,Joven,C039
P005447,CU06726,Perro,Pomerania,4,Adulto,C043
P005448,CU16787,Gato,Sphynx,4,Adulto,C003
P005449,CU04481,Perro,Cocker Spaniel,3,Adulto,C046
P005450,CU17174,Gato,Birmano,0,Joven,C021
P005451,CU12229,Perro,Rottweiler,6,Adulto,C023
P005452,CU17848,Gato,Scottish Fold,2,Joven,C024
P005453,CU11838,Gato,Bosque de Noruega,6,Adulto,C031
P005454,CU09153,Perro,Caniche,6,Adulto,C031
P005455,CU17374,Perro,Labrador Retriever,0,Joven,C043
P005456,CU04848,Perro,Husky Siberiano,4,Adulto,C044
P005457,CU11614,Perro,San Bernardo,7,Adulto,C048
P005458,CU10107,Perro,Gran Danés,4,Adulto,C010
P005459,CU15449,Exótico,Iguana,0,Joven,C046
P005460,CU12785,Gato,Abisinio,4,Adulto,C041
P005461,CU06880,Perro,Pomerania,0,Joven,C049
P005462,CU08508,Perro,Border Collie,0,Joven,C032
P005463,CU00454,Perro,Bulldog Francés,2,Joven,C017
P005464,CU15070,Gato,Abisinio,4,Adulto,C004
P005465,CU15130,Perro,Caniche,5,Adulto,C005
P005466,CU05891,Perro,Labrador Retriever,5,Adulto,C008
P005467,CU07878,Gato,British Shorthair,0,Joven,C010
P005468,CU12799,Perro,Bóxer,2,Joven,C033
P005469,CU03424,Gato,Ragdoll,5,Adulto,C010
P005470,CU10719,Exótico,Gecko,9,Senior,C004
P005471,CU01720,Perro,Husky Siberiano,4,Adulto,C002
P005472,CU11970,Perro,Caniche,2,Joven,C034
P005473,CU14375,Gato,Sphynx,3,Adulto,C045
P005474,CU12655,Gato,British Shorthair,4,Adulto,C021
P005475,CU15092,Perro,Dachshund,4,Adulto,C003
P005476,CU08574,Perro,Chihuahua,3,Adulto,C005
P005477,CU02072,Gato,Sphynx,4,Adulto,C043
P005478,CU06631,Perro,Doberman,4,Adulto,C026
P005479,CU14092,Gato,Siamés,3,Adulto,C019
P005480,CU03355,Perro,Husky Siberiano,4,Adulto,C010
P005481,CU12413,Perro,Maltés,0,Joven,C009
P005482,CU08624,Gato,Abisinio,1,Joven,C025
P005483,CU13144,Perro,Husky Siberiano,2,Joven,C033
P005484,CU06653,Perro,Pomerania,5,Adulto,C023
P005485,CU02629,Gato,Oriental de Pelo Corto,6,Adulto,C039
P005486,CU03063,Exótico,Chinchilla,6,Adulto,C048
P005487,CU04412,Gato,Devon Rex,5,Adulto,C013
P005488,CU14485,Gato,Abisinio,3,Adulto,C022
P005489,CU10007,Perro,Shih Tzu,7,Adulto,C038
P005490,CU00231,Perro,Akita,8,Adulto,C036
P005491,CU06890,Perro,Doberman,2,Joven,C045
P005492,CU00964,Gato,Devon Rex,0,Joven,C029
P005493,CU16004,Gato,Scottish Fold,7,Adulto,C031
P005494,CU00795,Gato,Maine Coon,6,Adulto,C049
P005495,CU07327,Gato,Ragdoll,4,Adulto,C023
P005496,CU05987,Perro,Husky Siberiano,9,Senior,C041
P005497,CU13354,Perro,Doberman,5,Adulto,C028
P005498,CU14133,Perro,Pastor Australiano,2,Joven,C006
P005499,CU10866,Perro,Bulldog,2,Joven,C009
P005500,CU05759,Exótico,Cobaya,6,Adulto,C048
P005501,CU17566,Perro,Cocker Spaniel,0,Joven,C011
P005502,CU12485,Perro,Gran Danés,3,Adulto,C034
P005503,CU02643,Perro,Pastor Australiano,6,Adulto,C023
P005504,CU06681,Perro,Doberman,5,Adulto,C048
P005505,CU16586,Perro,Akita,1,Joven,C032
P005506,CU15653,Perro,Akita,1,Joven,C018
P005507,CU03981,Perro,Boston Terrier,3,Adulto,C011
P005508,CU01409,Perro,Border Collie,8,Adulto,C028
P005509,CU15844,Gato,Scottish Fold,10,Senior,C028
P005510,CU04802,Exótico,Erizo,6,Adulto,C021
P005511,CU11261,Perro,Beagle,0,Joven,C009
P005512,CU17726,Perro,Bulldog,4,Adulto,C039
P005513,CU08708,Perro,Rottweiler,8,Adulto,C035
P005514,CU03657,Perro,Beagle,0,Joven,C020
P005515,CU00979,Exótico,Tortuga,0,Joven,C040
P005516,CU02509,Gato,Birmano,7,Adulto,C024
P005517,CU17578,Perro,Boston Terrier,2,Joven,C022
P005518,CU14794,Perro,Shih Tzu,0,Joven,C045
P005519,CU04512,Gato,Oriental de Pelo Corto,3,Adulto,C013
P005520,CU11080,Perro,Husky Siberiano,8,Adulto,C030
P005521,CU01249,Gato,Persa,7,Adulto,C049
P005522,CU09906,Gato,Oriental de Pelo Corto,11,Senior,C042
P005523,CU03139,Exótico,Cobaya,9,Senior,C009
P005524,CU15966,Gato,Sphynx,4,Adulto,C008
P005525,CU14060,Gato,Birmano,8,Adulto,C029
P005526,CU11527,Exótico,Erizo,7,Adulto,C005
P005527,CU12890,Gato,Ragdoll,4,Adulto,C030
P005528,CU04393,Perro,Bóxer,7,Adulto,C047
P005529,CU01959,Gato,Ragdoll,5,Adulto,C028
P005530,CU12326,Exótico,Gecko,8,Adulto,C050
P005531,CU06450,Perro,Bóxer,6,Adulto,C014
P005532,CU13430,Perro,Dachshund,2,Joven,C018
P005533,CU04074,Gato,Scottish Fold,7,Adulto,C030
P005534,CU16486,Perro,Akita,8,Adulto,C045
P005535,CU13739,Exótico,Tortuga,5,Adulto,C030
P005536,CU07115,Exótico,Gecko,3,Adulto,C029
P005537,CU04345,Gato,Oriental de Pelo Corto,4,Adulto,C047
P005538,CU12535,Perro,Dachshund,2,Joven,C017
P005539,CU09641,Exótico,Loro,6,Adulto,C017
P005540,CU00498,Exótico,Loro,7,Adulto,C027
P005541,CU04293,Perro,Border Collie,10,Senior,C027
P005542,CU11491,Perro,Husky Siberiano,1,Joven,C004
P005543,CU14994,Perro,Doberman,5,Adulto,C045
P005544,CU14249,Perro,Pastor Australiano,4,Adulto,C032
P005545,CU09343,Perro,Basset Hound,6,Adulto,C032
P005546,CU12708,Perro,Doberman,1,Joven,C041
P005547,CU17082,Gato,Abisinio,7,Adulto,C026
P005548,CU10453,Perro,Golden Retriever,7,Adulto,C009
P005549,CU17751,Exótico,Hurón,8,Adulto,C028
P005550,CU09322,Perro,Basset Hound,9,Senior,C038
P005551,CU03892,Gato,Siamés,8,Adulto,C039
P005552,CU09010,Perro,Border Collie,7,Adulto,C038
P005553,CU09371,Gato,Devon Rex,6,Adulto,C016
P005554,CU08562,Gato,British Shorthair,8,Adulto,C041
P005555,CU17074,Perro,San Bernardo,3,Adulto,C045
P005556,CU14948,Perro,Bulldog,3,Adulto,C023
P005557,CU07242,Gato,British Shorthair,9,Senior,C011
P005558,CU12668,Perro,Bulldog,2,Joven,C013
P005559,CU04406,Gato,Gato Doméstico de Pelo Corto,7,Adulto,C029
P005560,CU03044,Perro,Caniche,0,Joven,C018
P005561,CU07037,Gato,Sphynx,3,Adulto,C046
P005562,CU12263,Perro,Doberman,1,Joven,C036
P005563,CU03557,Perro,Shih Tzu,6,Adulto,C033
P005564,CU15097,Perro,Chihuahua,3,Adulto,C029
P005565,CU16929,Exótico,Erizo,0,Joven,C048
P005566,CU08274,Perro,Rottweiler,2,Joven,C006
P005567,CU16831,Perro,Pastor Alemán,5,Adulto,C021
P005568,CU00646,Perro,Bulldog,0,Joven,C013
P005569,CU11926,Perro,Dachshund,8,Adulto,C012
P005570,CU00388,Perro,Doberman,7,Adulto,C033
P005571,CU14311,Gato,British Shorthair,3,Adulto,C010
P005572,CU10056,Perro,Labrador Retriever,1,Joven,C047
P005573,CU15928,Perro,Doberman,2,Joven,C005
P005574,CU07619,Perro,San Bernardo,1,Joven,C041
P005575,CU14726,Perro,Cocker Spaniel,2,Joven,C023
P005576,CU05423,Perro,Akita,1,Joven,C029
P005577,CU05366,Perro,Dachshund,4,Adulto,C044
P005578,CU10999,Perro,Cocker Spaniel,0,Joven,C036
P005579,CU11521,Gato,Devon Rex,4,Adulto,C029
P005580,CU01576,Gato,British Shorthair,2,Joven,C044
P005581,CU15041,Exótico,Erizo,7,Adulto,C037
P005582,CU17995,Perro,Golden Retriever,7,Adulto,C011
P005583,CU16433,Perro,Pomerania,2,Joven,C003
P005584,CU07998,Perro,Boyero de Berna,6,Adulto,C031
P005585,CU08825,Perro,Border Collie,5,Adulto,C047
P005586,CU09782,Gato,Abisinio,2,Joven,C008
P005587,CU13157,Perro,San Bernardo,1,Joven,C007
P005588,CU02812,Perro,Pastor Alemán,3,Adulto,C038
P005589,CU14208,Perro,San Bernardo,10,Senior,C032
P005590,CU09297,Exótico,Hurón,0,Joven,C035
P005591,CU17768,Gato,Devon Rex,4,Adulto,C028
P005592,CU01261,Perro,Bulldog,8,Adulto,C029
P005593,CU05413,Perro,Golden Retriever,7,Adulto,C018
P005594,CU09578,Perro,Boston Terrier,6,Adulto,C029
P005595,CU16999,Exótico,Chinchilla,6,Adulto,C010
P005596,CU05972,Perro,Cocker Spaniel,4,Adulto,C006
P005597,CU05969,Perro,Maltés,2,Joven,C041
P005598,CU05142,Perro,Gran Danés,9,Senior,C029
P005599,CU06471,Perro,Pastor Alemán,3,Adulto,C019
P005600,CU07188,Gato,Maine Coon,8,Adulto,C030
P005601,CU05714,Perro,Border Collie,1,Joven,C006
P005602,CU16184,Perro,Pastor Australiano,7,Adulto,C042
P005603,CU04691,Exótico,Cobaya,3,Adulto,C028
P005604,CU08821,Gato,Oriental de Pelo Corto,4,Adulto,C043
P005605,CU08059,Exótico,Iguana,7,Adulto,C032
P005606,CU14584,Perro,Shih Tzu,0,Joven,C006
P005607,CU14539,Exótico,Chinchilla,6,Adulto,C040
P005608,CU03387,Exótico,Gecko,7,Adulto,C044
P005609,CU01055,Exótico,Erizo,0,Joven,C027
P005610,CU16363,Gato,British Shorthair,6,Adulto,C022
P005611,CU11515,Gato,Oriental de Pelo Corto,4,Adulto,C018
P005612,CU01269,Gato,Maine Coon,7,Adulto,C010
P005613,CU11962,Perro,Pastor Australiano,7,Adulto,C015
P005614,CU00322,Perro,Pastor Alemán,7,Adulto,C041
P005615,CU17218,Gato,Abisinio,6,Adulto,C004
P005616,CU03165,Perro,Border Collie,1,Joven,C015
P005617,CU07167,Perro,Bóxer,0,Joven,C035
P005618,CU14263,Gato,British Shorthair,8,Adulto,C025
P005619,CU16907,Perro,Border Collie,0,Joven,C011
P005620,CU14090,Gato,Bengalí,6,Adulto,C045
P005621,CU05328,Perro,Bóxer,0,Joven,C032
P005622,CU13124,Gato,Sphynx,7,Adulto,C046
P005623,CU16846,Perro,Cocker Spaniel,3,Adulto,C040
P005624,CU01729,Exótico,Cobaya,3,Adulto,C022
P005625,CU11367,Perro,Bulldog,0,Joven,C033
P005626,CU04522,Perro,Beagle,5,Adulto,C009
P005627,CU06369,Gato,Azul Ruso,1,Joven,C050
P005628,CU07499,Gato,Maine Coon,6,Adulto,C004
P005629,CU00765,Gato,Gato Doméstico de Pelo Corto,5,Adulto,C033
P005630,CU00146,Perro,Gran Danés,3,Adulto,C029
P005631,CU10780,Perro,Pastor Australiano,5,Adulto,C026
P005632,CU04642,Gato,Scottish Fold,9,Senior,C048
P005633,CU03049,Perro,Chihuahua,0,Joven,C019
P005634,CU13156,Perro,Pastor Alemán,3,Adulto,C028
P005635,CU03261,Perro,Boyero de Berna,5,Adulto,C006
P005636,CU06049,Gato,Gato Doméstico de Pelo Corto,4,Adulto,C025
P005637,CU01855,Gato,Azul Ruso,3,Adulto,C023
P005638,CU06148,Gato,Ragdoll,1,Joven,C049
P005639,CU14574,Perro,Chihuahua,8,Adulto,C044
P005640,CU02613,Perro,Cocker Spaniel,2,Joven,C007
P005641,CU17622,Exótico,Serpiente,5,Adulto,C023
P005642,CU14229,Perro,Labrador Retriever,10,Senior,C031
P005643,CU01883,Perro,Chihuahua,4,Adulto,C019
P005644,CU03951,Perro,Dachshund,3,Adulto,C033
P005645,CU09212,Exótico,Hámster,4,Adulto,C015
P005646,CU04437,Perro,Boston Terrier,0,Joven,C050
P005647,CU07637,Gato,Scottish Fold,7,Adulto,C002
P005648,CU09798,Perro,Bulldog Francés,6,Adulto,C007
P005649,CU13456,Perro,Labrador Retriever,3,Adulto,C006
P005650,CU04853,Perro,Husky Siberiano,9,Senior,C040
P005651,CU15771,Exótico,Cobaya,1,Joven,C027
P005652,CU05512,Perro,Rottweiler,1,Joven,C040
P005653,CU06663,Perro,Bulldog Francés,4,Adulto,C020
P005654,CU00070,Perro,Doberman,3,Adulto,C050
P005655,CU05635,Gato,Persa,14,Senior,C004
P005656,CU09503,Perro,Labrador Retriever,7,Adulto,C006
P005657,CU02076,Perro,Rottweiler,2,Joven,C046
P005658,CU17442,Perro,Husky Siberiano,4,Adulto,C013
P005659,CU02110,Gato,Maine Coon,0,Joven,C002
P005660,CU03700,Gato,Ragdoll,0,Joven,C050
P005661,CU06563,Perro,Chihuahua,3,Adulto,C037
P005662,CU08797,Perro,Dachshund,6,Adulto,C027
P005663,CU15648,Perro,Shih Tzu,1,Joven,C035
P005664,CU04463,Exótico,Iguana,3,Adulto,C006
P005665,CU13643,Perro,Pomerania,5,Adulto,C030
P005666,CU02614,Perro,Gran Danés,5,Adulto,C011
P005667,CU15981,Perro,San Bernardo,3,Adulto,C010
P005668,CU10189,Perro,Maltés,10,Senior,C045
P005669,CU10302,Perro,Shih Tzu,3,Adulto,C048
P005670,CU03248,Perro,Border Collie,3,Adulto,C045
P005671,CU05587,Perro,Chihuahua,11,Senior,C033
P005672,CU12739,Perro,San Bernardo,4,Adulto,C035
P005673,CU15427,Gato,Scottish Fold,6,Adulto,C001
P005674,CU11699,Perro,Doberman,6,Adulto,C017
P005675,CU05589,Gato,Birmano,5,Adulto,C022
P005676,CU10650,Perro,Border Collie,7,Adulto,C030
P005677,CU04138,Gato,Sphynx,7,Adulto,C045
P005678,CU10958,Perro,Maltés,5,Adulto,C024
P005679,CU02193,Perro,San Bernardo,6,Adulto,C027
P005680,CU06481,Perro,Bulldog,1,Joven,C042
P005681,CU04350,Gato,Abisinio,9,Senior,C033
P005682,CU15719,Perro,Boston Terrier,2,Joven,C016
P005683,CU07857,Gato,Bengalí,6,Adulto,C030
P005684,CU13767,Gato,Sphynx,4,Adulto,C027
P005685,CU15267,Gato,Ragdoll,1,Joven,C014
P005686,CU10807,Perro,Caniche,1,Joven,C004
P005687,CU03125,Perro,Doberman,3,Adulto,C044
P005688,CU17236,Perro,Beagle,1,Joven,C004
P005689,CU11740,Gato,Gato Doméstico de Pelo Corto,8,Adulto,C029
P005690,CU15779,Perro,Doberman,1,Joven,C026
P005691,CU08291,Gato,Maine Coon,10,Senior,C002
P005692,CU05495,Gato,Devon Rex,4,Adulto,C050
P005693,CU11419,Exótico,Chinchilla,1,Joven,C024
P005694,CU09508,Gato,British Shorthair,2,Joven,C010
P005695,CU15980,Perro,Bulldog,4,Adulto,C034
P005696,CU09604,Gato,Oriental de Pelo Corto,5,Adulto,C021
P005697,CU12846,Gato,Birmano,6,Adulto,C013
P005698,CU10765,Exótico,Iguana,9,Senior,C029
P005699,CU15212,Perro,Labrador Retriever,8,Adulto,C041
P005700,CU15946,Perro,Doberman,3,Adulto,C044
P005701,CU09760,Exótico,Loro,3,Adulto,C035
P005702,CU13508,Gato,Birmano,3,Adulto,C006
P005703,CU11572,Perro,Boyero de Berna,5,Adulto,C008
P005704,CU16660,Perro,Boston Terrier,6,Adulto,C038
P005705,CU12855,Perro,Akita,4,Adulto,C031
P005706,CU02185,Perro,Rottweiler,1,Joven,C044
P005707,CU09703,Perro,Labrador Retriever,5,Adulto,C001
P005708,CU02420,Perro,Caniche,7,Adulto,C014
P005709,CU11982,Perro,Gran Danés,5,Adulto,C030
P005710,CU05647,Perro,San Bernardo,4,Adulto,C024
P005711,CU17477,Perro,Shih Tzu,7,Adulto,C021
P005712,CU04144,Perro,Boyero de Berna,6,Adulto,C025
P005713,CU09947,Perro,Boyero de Berna,7,Adulto,C003
P005714,CU02648,Perro,Boyero de Berna,4,Adulto,C039
P005715,CU06674,Perro,Maltés,9,Senior,C026
P005716,CU04592,Perro,Boston Terrier,0,Joven,C041
P005717,CU02194,Gato,Persa,3,Adulto,C028
P005718,CU03575,Exótico,Conejo,1,Joven,C022
P005719,CU16211,Gato,Devon Rex,9,Senior,C020
P005720,CU06373,Perro,Border Collie,4,Adulto,C047
P005721,CU10572,Gato,Birmano,5,Adulto,C011
P005722,CU09487,Gato,Ragdoll,0,Joven,C026
P005723,CU11702,Gato,Maine Coon,2,Joven,C027
P005724,CU02466,Exótico,Erizo,9,Senior,C021
P005725,CU05136,Perro,Border Collie,5,Adulto,C001
P005726,CU11052,Perro,Chihuahua,5,Adulto,C036
P005727,CU03344,Perro,Pastor Australiano,1,Joven,C017
P005728,CU07702,Gato,Bengalí,2,Joven,C035
P005729,CU03040,Perro,Bulldog Francés,3,Adulto,C042
P005730,CU12655,Perro,San Bernardo,12,Senior,C015
P005731,CU17074,Perro,Bóxer,3,Adulto,C040
P005732,CU10327,Gato,Maine Coon,9,Senior,C016
P005733,CU06786,Perro,Chihuahua,1,Joven,C047
P005734,CU01208,Exótico,Cacatúa Ninfa,7,Adulto,C016
P005735,CU10293,Perro,Basset Hound,11,Senior,C010
P005736,CU12770,Perro,Cocker Spaniel,5,Adulto,C029
P005737,CU08510,Perro,Beagle,3,Adulto,C003
P005738,CU03229,Gato,Persa,6,Adulto,C025
P005739,CU14730,Gato,British Shorthair,4,Adulto,C030
P005740,CU07308,Perro,Shih Tzu,3,Adulto,C001
P005741,CU03908,Perro,Pomerania,6,Adulto,C028
P005742,CU06817,Perro,Cocker Spaniel,11,Senior,C025
P005743,CU00618,Perro,Rottweiler,0,Joven,C031
P005744,CU12606,Perro,San Bernardo,3,Adulto,C014
P005745,CU14971,Gato,British Shorthair,7,Adulto,C038
P005746,CU17282,Exótico,Conejo,5,Adulto,C049
P005747,CU04954,Perro,Labrador Retriever,4,Adulto,C041
P005748,CU14816,Perro,Pastor Alemán,6,Adulto,C040
P005749,CU01404,Perro,Shih Tzu,3,Adulto,C047
P005750,CU11544,Gato,Maine Coon,6,Adulto,C018
P005751,CU16093,Gato,Oriental de Pelo Corto,5,Adulto,C009
P005752,CU09093,Perro,Maltés,11,Senior,C035
P005753,CU00491,Gato,Scottish Fold,1,Joven,C024
P005754,CU09679,Perro,Bulldog,8,Adulto,C048
P005755,CU13811,Exótico,Loro,4,Adulto,C020
P005756,CU08331,Perro,Beagle,7,Adulto,C050
P005757,CU02627,Gato,Oriental de Pelo Corto,1,Joven,C027
P005758,CU13046,Perro,Labrador Retriever,9,Senior,C015
P005759,CU10961,Perro,Caniche,8,Adulto,C019
P005760,CU05697,Perro,Rottweiler,6,Adulto,C041
P005761,CU10476,Perro,Labrador Retriever,11,Senior,C022
P005762,CU06427,Perro,Golden Retriever,5,Adulto,C027
P005763,CU14283,Gato,Siamés,5,Adulto,C015
P005764,CU10174,Perro,Caniche,5,Adulto,C007
P005765,CU15702,Perro,Akita,1,Joven,C017
P005766,CU01239,Gato,Bosque de Noruega,4,Adulto,C031
P005767,CU00780,Gato,Sphynx,13,Senior,C042
P005768,CU14584,Gato,Oriental de Pelo Corto,9,Senior,C019
P005769,CU07250,Perro,Boston Terrier,3,Adulto,C017
P005770,CU13208,Perro,Boyero de Berna,0,Joven,C038
P005771,CU01718,Gato,Scottish Fold,5,Adulto,C039
P005772,CU06595,Exótico,Conejo,0,Joven,C011
P005773,CU11943,Gato,Azul Ruso,6,Adulto,C012
P005774,CU16269,Gato,Devon Rex,0,Joven,C011
P005775,CU06827,Gato,Siamés,2,Joven,C037
P005776,CU05019,Exótico,Cacatúa Ninfa,3,Adulto,C044
P005777,CU10007,Exótico,Hámster,11,Senior,C026
P005778,CU03719,Gato,Siamés,2,Joven,C035
P005779,CU14484,Perro,Bóxer,1,Joven,C007
P005780,CU04922,Perro,Pastor Alemán,7,Adulto,C010
P005781,CU06250,Gato,Birmano,3,Adulto,C040
P005782,CU17239,Gato,Gato Doméstico de Pelo Corto,6,Adulto,C006
P005783,CU13723,Gato,Persa,7,Adulto,C007
P005784,CU08430,Perro,Golden Retriever,0,Joven,C026
P005785,CU12918,Exótico,Cacatúa Ninfa,5,Adulto,C030
P005786,CU09177,Gato,Maine Coon,3,Adulto,C003
P005787,CU16904,Gato,Devon Rex,4,Adulto,C025
P005788,CU00947,Perro,Pastor Alemán,6,Adulto,C025
P005789,CU01137,Gato,Azul Ruso,4,Adulto,C040
P005790,CU07208,Perro,Caniche,7,Adulto,C034
P005791,CU07323,Perro,Bulldog Francés,0,Joven,C027
P005792,CU05679,Perro,Boyero de Berna,6,Adulto,C040
P005793,CU15572,Perro,Basset Hound,8,Adulto,C034
P005794,CU08893,Perro,Caniche,9,Senior,C027
P005795,CU05260,Perro,Pastor Alemán,3,Adulto,C022
P005796,CU03338,Perro,Pastor Alemán,0,Joven,C021
P005797,CU07994,Gato,Oriental de Pelo Corto,3,Adulto,C026
P005798,CU16464,Perro,Boston Terrier,0,Joven,C007
P005799,CU00619,Gato,British Shorthair,8,Adulto,C029
P005800,CU10670,Perro,Shih Tzu,4,Adulto,C011
P005801,CU07236,Gato,Siamés,2,Joven,C023
P005802,CU04133,Gato,Siamés,6,Adulto,C029
P005803,CU01644,Perro,Basset Hound,9,Senior,C024
P005804,CU04777,Gato,Azul Ruso,3,Adulto,C021
P005805,CU09700,Gato,Oriental de Pelo Corto,3,Adulto,C023
P005806,CU13247,Perro,Akita,6,Adulto,C041
P005807,CU06381,Gato,Bosque de Noruega,5,Adulto,C018
P005808,CU09333,Perro,San Bernardo,2,Joven,C017
P005809,CU14186,Perro,Bóxer,6,Adulto,C028
P005810,CU01269,Perro,Dachshund,8,Adulto,C021
P005811,CU09822,Gato,Bosque de Noruega,5,Adulto,C007
P005812,CU00020,Perro,Golden Retriever,3,Adulto,C010
P005813,CU07297,Perro,Caniche,6,Adulto,C034
P005814,CU04888,Perro,Caniche,5,Adulto,C043
P005815,CU02829,Perro,Caniche,5,Adulto,C015
P005816,CU06471,Perro,Doberman,5,Adulto,C026
P005817,CU01388,Perro,Border Collie,5,Adulto,C048
P005818,CU11613,Perro,Pastor Australiano,12,Senior,C043
P005819,CU07987,Perro,Maltés,3,Adulto,C023
P005820,CU10764,Gato,Devon Rex,5,Adulto,C001
P005821,CU05695,Perro,Rottweiler,9,Senior,C031
P005822,CU14491,Perro,Basset Hound,10,Senior,C005
P005823,CU10590,Perro,Pomerania,5,Adulto,C027
P005824,CU02493,Perro,Pastor Australiano,7,Adulto,C039
P005825,CU11647,Exótico,Hámster,8,Adulto,C048
P005826,CU02996,Perro,Rottweiler,0,Joven,C040
P005827,CU10535,Perro,Border Collie,9,Senior,C032
P005828,CU10049,Perro,Pomerania,4,Adulto,C049
P005829,CU17197,Gato,Persa,1,Joven,C041
P005830,CU13868,Perro,Bóxer,6,Adulto,C024
P005831,CU15755,Perro,Boston Terrier,4,Adulto,C021
P005832,CU00189,Perro,Bulldog,4,Adulto,C031
P005833,CU06747,Perro,Husky Siberiano,2,Joven,C005
P005834,CU14566,Gato,Siamés,5,Adulto,C004
P005835,CU11448,Perro,Pastor Alemán,1,Joven,C022
P005836,CU10382,Gato,Persa,2,Joven,C046
P005837,CU15261,Perro,Basset Hound,1,Joven,C041
P005838,CU00514,Perro,Basset Hound,9,Senior,C047
P005839,CU03939,Perro,Bulldog Francés,4,Adulto,C050
P005840,CU00977,Perro,Shih Tzu,3,Adulto,C037
P005841,CU09896,Perro,Dachshund,2,Joven,C022
P005842,CU08352,Gato,Abisinio,0,Joven,C016
P005843,CU06400,Gato,Siamés,11,Senior,C008
P005844,CU15169,Perro,Dachshund,5,Adulto,C005
P005845,CU03748,Perro,Bóxer,8,Adulto,C004
P005846,CU17496,Perro,Husky Siberiano,9,Senior,C002
P005847,CU14465,Perro,Boyero de Berna,5,Adulto,C043
P005848,CU13126,Perro,Shih Tzu,4,Adulto,C006
P005849,CU06993,Exótico,Cobaya,8,Adulto,C023
P005850,CU03719,Perro,Basset Hound,5,Adulto,C010
P005851,CU17943,Perro,Labrador Retriever,6,Adulto,C033
P005852,CU04303,Gato,Bengalí,4,Adulto,C007
P005853,CU16157,Gato,Maine Coon,7,Adulto,C050
P005854,CU02797,Gato,Bengalí,4,Adulto,C015
P005855,CU06746,Perro,Bóxer,11,Senior,C025
P005856,CU09877,Gato,Azul Ruso,3,Adulto,C009
P005857,CU14053,Gato,Devon Rex,3,Adulto,C019
P005858,CU07149,Perro,Maltés,7,Adulto,C041
P005859,CU09735,Gato,Sphynx,5,Adulto,C049
P005860,CU12613,Perro,Bulldog,2,Joven,C034
P005861,CU08314,Perro,Husky Siberiano,3,Adulto,C047
P005862,CU12724,Gato,Maine Coon,4,Adulto,C047
P005863,CU15772,Gato,Azul Ruso,8,Adulto,C032
P005864,CU05612,Perro,Cocker Spaniel,7,Adulto,C016
P005865,CU08627,Perro,Boyero de Berna,0,Joven,C008
P005866,CU12271,Gato,Scottish Fold,2,Joven,C037
P005867,CU00724,Perro,Bóxer,9,Senior,C015
P005868,CU13660,Perro,Gran Danés,7,Adulto,C009
